id,name,alt_name,country_id,is_active,created_at,updated_at,lat,long
1881,Andhra Tharhi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,26.3771,86.3341
1890,Andipalaiyam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.092,77.315
1891,Andippatti,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.998,77.621
1894,Andiyappanur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.5342,78.7024
1951,Andurkonam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,8.5969,76.8664
1953,Anekal,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.7105,77.6967
1959,Angadikkal Tekkekara,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.2063,76.7835
1960,Angalakuduru Malepalle,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.2392,80.6117
1961,Angalakurichchi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.5282,76.9962
1962,Angallu,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,13.6287,78.4857
1963,Angamali,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.196,76.386
1976,Anghad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.3913,72.9946
1978,Angichettippalaiyam,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.7742,79.5255
1994,Angul,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,20.8381,85.0956
1997,Angwali,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,23.7317,85.9858
2007,Anjad,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,22.0417,75.0552
2013,Anjangaon,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,21.15,77.28
2015,Anjarkandi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.8822,75.5097
2016,Anjehalli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,12.1395,77.9808
2024,Anjukulippatti,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.2444,78.0794
2025,Anjuna,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.5833,73.7333
2026,Anjur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,10.5992,76.1553
2032,Ankalgi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.0333,74.7
2061,Ankireddikuntapalem,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.9154,80.2108
2066,Ankli,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.42,74.58
2068,Ankola,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,14.6605,74.3047
2077,Annakattumula,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,9.8575,76.4009
2078,Annakunnu,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.7463,76.0415
2079,Annamalainagar,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.4,79.7333
2085,Annaram,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.784,79.302
2086,Anndevarapeta,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.0937,81.5799
2090,Annigeri,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,15.4251,75.4335
2094,Annur,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,11.2325,77.1069
2163,Antardipa,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,24.6442,87.9213
2165,Antargangi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,17.17,75.96
2167,Antarvedi,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.3333,81.7333
2168,Antarvedipalem,NULL,76,TRUE,2024-06-25 0:00:00,2024-06-25 0:00:00,16.3319,81.732
